,Motion_Sensor1,Motion_Sensor2,Motion_Sensor3,Motion_Sensor4,Motion_Sensor5,Motion_Sensor6,Motion_Sensor7,Motion_Sensor8,Motion_Sensor9,Motion_Sensor10,Camera1,Camera2,Camera3,Camera4,robot1,robot2,door_sensor1,door_sensor2,door_sensor3,door_sensor4,door_sensor5,door_sensor6,door_sensor7,door_sensor8,door_sensor9,door_sensor10,door_sensor11,time,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,c1,c2,c3,outside
1321,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,3.0,"('r10', 3)","('c3', 4)",1,0,0,0,0,0,0,0,1,1,0,13:30:30,1,3,1,0,0,2,3,0,2,3,0,0,4,3
1322,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,3.0,"('c2', 1)","('r7', 4)",0,0,0,0,1,0,0,0,0,3,1,13:30:45,1,2,0,0,1,1,4,0,2,4,0,1,3,3
1323,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,4.0,1.0,1.0,3.0,"('r9', 2)","('r7', 4)",1,0,0,0,1,0,0,0,0,1,0,13:31:00,3,1,0,0,0,2,4,0,2,3,0,0,4,3
1324,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,3.0,1.0,1.0,2.0,"('c2', 0)","('r7', 5)",1,0,0,0,0,0,0,0,1,2,2,13:31:15,2,2,0,0,0,2,5,0,2,5,0,0,1,3
1325,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,1.0,1.0,4.0,"('c2', 1)","('c3', 5)",0,0,0,0,0,0,0,0,3,1,2,13:31:30,2,1,1,0,0,2,4,0,2,2,0,1,5,2
1326,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,1.0,1.0,2.0,2.0,"('c3', 1)","('c3', 1)",2,0,0,0,0,1,0,1,0,1,4,13:31:45,0,2,2,0,0,2,3,2,3,6,0,0,1,1
1327,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,2.0,3.0,3.0,"('r7', 2)","('r2', 1)",0,1,0,1,1,0,2,0,1,1,0,13:32:00,0,1,1,1,0,1,2,2,3,4,1,1,4,1
1328,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,3.0,2.0,"('c3', 2)","('r1', 0)",0,0,0,2,0,1,2,0,1,0,5,13:32:15,0,2,1,0,1,1,1,2,4,4,0,3,2,1
1329,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,2.0,"('r2', 2)","('r2', 2)",1,0,0,0,1,2,0,2,1,1,0,13:32:30,1,2,1,0,0,2,4,0,4,3,0,2,2,1
1330,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,2.0,1.0,3.0,"('r1', 1)","('c3', 4)",0,0,0,0,1,1,1,0,3,0,0,13:32:45,1,3,1,1,1,0,1,0,5,3,0,1,4,1
1331,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,3.0,0.0,1.0,3.0,"('r1', 2)","('r10', 3)",1,0,0,0,1,0,0,0,2,0,0,13:33:00,2,2,1,0,0,1,2,0,5,3,1,0,4,1
1332,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,1.0,2.0,2.0,"('r1', 2)","('c2', 2)",1,0,0,0,0,0,1,0,1,0,0,13:33:15,2,3,1,0,0,1,4,0,5,2,0,2,1,1
1333,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,1.0,3.0,3.0,"('r2', 2)","('r10', 4)",0,0,0,0,0,2,1,1,2,1,0,13:33:30,2,2,2,0,0,1,2,2,3,4,0,1,3,0
1334,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,2.0,4.0,"('r1', 1)","('c2', 2)",1,0,0,0,1,1,1,1,2,0,2,13:33:45,1,3,1,0,1,0,3,1,2,3,1,2,4,0
1335,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,3.0,1.0,1.0,4.0,"('r1', 1)","('c2', 3)",0,0,0,0,2,1,1,1,2,0,0,13:34:00,1,3,1,0,0,1,5,0,1,1,0,3,6,0
1336,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,2.0,7.0,"('r1', 1)","('r9', 1)",0,0,0,0,1,0,0,0,4,2,1,13:34:15,1,1,1,0,1,0,1,1,1,1,0,2,12,0
1337,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,2.0,5.0,"('r1', 1)","('c2', 1)",0,0,0,0,1,0,0,1,2,1,1,13:34:30,1,2,1,0,0,1,4,1,1,3,0,1,7,0
1338,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,3.0,"('r1', 1)","('c3', 5)",0,0,0,0,0,0,1,1,1,0,2,13:34:45,1,2,1,0,0,1,7,0,1,2,0,2,5,0
1339,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,2.0,1.0,"('r1', 1)","('c2', 3)",0,0,0,0,0,0,0,0,0,0,5,13:35:00,1,2,1,0,0,1,7,1,1,5,0,3,0,0
1340,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,1.0,1.0,2.0,"('r2', 2)","('c3', 3)",0,0,0,0,1,0,2,1,2,0,0,13:35:15,1,2,1,0,1,0,6,0,1,3,0,4,3,0
1341,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,1.0,2.0,"('r2', 2)","('r2', 2)",0,0,0,0,0,0,3,1,0,0,2,13:35:30,1,2,1,0,1,0,6,1,2,4,0,1,3,0
1342,no motion,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,2.0,2.0,1.0,3.0,"('r2', 2)","('c3', 3)",0,0,0,1,0,0,2,2,1,2,1,13:35:45,1,2,1,1,0,0,5,1,2,4,0,2,3,0
1343,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,2.0,2.0,1.0,"('c3', 1)","('c3', 1)",0,0,0,0,0,0,1,0,1,0,3,13:36:00,2,1,1,1,0,0,6,1,2,7,0,0,1,0
1344,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,3.0,2.0,1.0,1.0,"('r7', 6)","('c3', 1)",0,0,0,0,0,0,0,0,1,0,0,13:36:15,2,2,1,1,0,0,6,1,2,6,0,0,1,0
1345,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,1.0,1.0,2.0,"('c3', 2)","('r7', 6)",2,0,0,1,0,1,1,1,1,1,1,13:36:30,2,1,1,0,1,0,6,0,1,8,0,0,2,0
1346,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,1.0,2.0,"('r7', 5)","('r7', 5)",1,0,1,1,0,0,1,0,1,2,2,13:36:45,1,2,1,0,0,0,5,0,1,7,1,1,3,0
1347,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,2.0,1.0,2.0,2.0,"('r7', 4)","('r8', 1)",0,0,0,0,0,1,2,1,2,1,1,13:37:00,1,2,1,0,0,0,4,1,2,6,0,3,2,0
1348,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,2.0,2.0,"('c3', 3)","('r8', 1)",0,0,0,0,0,1,2,2,1,2,0,13:37:15,1,3,0,0,0,0,5,1,3,3,0,2,3,1
1349,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,2.0,"('r7', 7)","('r7', 7)",0,0,0,0,0,0,0,2,1,3,1,13:37:30,1,2,0,0,0,0,7,0,3,5,0,0,3,1
1350,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,3.0,3.0,"('r7', 4)","('r8', 2)",1,0,0,0,0,0,1,1,3,1,0,13:37:45,0,4,0,0,0,0,4,2,3,3,0,1,4,1
1351,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,2.0,2.0,"('r8', 1)","('r8', 1)",0,0,0,0,0,0,1,1,2,1,1,13:38:00,0,6,1,0,0,0,5,1,3,5,0,0,1,0
1352,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,3.0,"('r8', 0)","('r8', 0)",0,0,0,0,0,0,0,1,3,0,1,13:38:15,0,7,1,0,0,0,3,0,3,4,0,0,4,0
1353,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,2.0,"('r7', 4)","('r8', 0)",1,0,0,0,0,0,0,0,0,0,0,13:38:30,2,5,1,0,0,0,4,0,3,4,0,1,2,0
1354,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,1.0,1.0,2.0,"('r8', 1)","('r8', 1)",3,0,0,0,0,0,0,0,1,0,0,13:38:45,2,6,1,0,0,0,2,1,3,3,0,1,3,0
1355,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,2.0,"('r7', 2)","('r8', 0)",3,0,0,0,0,0,0,1,1,0,4,13:39:00,1,7,1,0,0,0,2,0,3,6,0,0,2,0
1356,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,1.0,2.0,"('r7', 2)","('r7', 2)",1,0,0,0,0,0,1,0,0,1,3,13:39:15,0,7,1,0,0,0,2,0,3,6,0,1,2,0
1357,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,0.0,2.0,1.0,"('c3', 1)","('c3', 1)",0,0,0,0,0,0,2,0,0,0,0,13:39:30,0,7,1,0,0,0,2,1,3,5,0,2,1,0
1358,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,3.0,3.0,"('r7', 1)","('r7', 1)",0,0,0,0,0,0,0,0,0,3,1,13:39:45,0,6,1,0,0,0,1,2,3,4,0,1,4,0
1359,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,2.0,7.0,"('c3', 11)","('r7', 1)",1,0,0,0,0,0,0,0,2,4,1,13:40:00,1,2,1,0,0,0,1,2,3,1,0,0,11,0
1360,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,2.0,1.0,3.0,3.0,"('r10', 2)","('r8', 2)",0,0,0,0,0,1,0,0,1,3,1,13:40:15,1,5,1,0,0,0,4,2,2,2,0,1,4,0
1361,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,2.0,4.0,"('c2', 1)","('r7', 3)",0,0,0,0,0,0,1,1,3,0,0,13:40:30,1,7,1,0,0,0,3,1,2,1,0,1,5,0
1362,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,1.0,2.0,1.0,"('r10', 2)","('r7', 5)",2,0,0,0,0,0,1,1,0,0,2,13:40:45,3,6,1,0,0,0,5,1,2,2,0,0,2,0
1363,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,1.0,1.0,3.0,"('c2', 1)","('r7', 4)",4,0,0,0,0,0,0,1,2,0,0,13:41:00,3,7,1,0,0,0,4,0,2,1,0,1,3,0
1364,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,3.0,1.0,1.0,2.0,"('c1', 0)","('c3', 2)",4,0,0,0,0,1,0,0,1,0,0,13:41:15,2,8,0,0,0,0,5,0,2,1,0,1,2,1
1365,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,3.0,1.0,2.0,2.0,"('r3', 0)","('c3', 2)",2,0,0,0,0,0,0,1,0,1,0,13:41:30,2,9,0,0,0,0,4,1,2,1,0,0,2,1
1366,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,2.0,1.0,"('outside', 0)","('c3', 2)",1,0,0,0,0,0,0,1,2,1,0,13:41:45,1,10,1,0,0,0,5,0,2,1,0,0,2,0
1367,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,1.0,1.0,2.0,"('r3', 1)","('r2', 6)",2,0,0,0,0,0,0,0,0,2,1,13:42:00,3,6,1,0,0,0,6,0,2,2,0,0,2,0
1368,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,2.0,"('r3', 1)","('r1', 1)",2,0,0,0,0,0,0,0,1,0,0,13:42:15,1,9,1,0,0,0,5,0,2,2,0,0,2,0
1369,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,1.0,3.0,"('outside', 0)","('r1', 0)",1,0,0,0,0,0,1,0,2,2,0,13:42:30,0,9,1,0,0,0,5,0,2,1,0,1,3,0
1370,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,2.0,0.0,1.0,2.0,"('r3', 1)","('r1', 1)",1,0,0,0,0,0,0,0,0,2,1,13:42:45,1,8,1,0,0,0,5,0,3,2,0,0,2,0
1371,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,2.0,2.0,"('c1', 0)","('r2', 8)",0,0,0,0,0,0,3,0,0,0,1,13:43:00,1,8,0,0,0,0,5,0,4,1,0,1,1,1
1372,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,2.0,1.0,"('r4', 0)","('r2', 8)",0,0,0,0,0,0,0,0,0,0,0,13:43:15,1,8,0,0,0,0,6,0,4,1,0,1,0,1
1373,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,2.0,"('c1', 0)","('r1', 1)",1,0,0,0,0,1,0,0,1,0,0,13:43:30,1,8,1,0,0,0,5,0,3,1,0,1,2,0
1374,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,1.0,1.0,2.0,"('r4', 0)","('r1', 3)",3,1,0,0,0,0,0,0,0,0,0,13:43:45,3,6,2,0,0,0,5,0,3,1,0,0,2,0
1375,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,1.0,1.0,2.0,"('r4', 0)","('r2', 7)",4,0,0,0,0,0,0,0,2,0,1,13:44:00,2,7,1,0,0,0,3,0,3,2,0,1,2,1
1376,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,1.0,0.0,2.0,"('r5', 0)","('r2', 7)",0,0,0,0,0,2,0,0,1,0,1,13:44:15,2,7,2,0,0,0,3,0,1,3,0,1,3,0
1377,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,2.0,3.0,"('r5', 0)","('r1', 1)",1,0,0,0,0,0,2,0,1,0,0,13:44:30,1,8,2,0,0,0,3,0,1,3,0,1,3,0
1378,no motion,no motion,no motion,motion,motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,6.0,"('r5', 0)","('r2', 4)",1,0,0,0,0,0,1,0,2,4,1,13:44:45,1,4,2,0,0,0,1,0,1,2,0,1,10,0
1379,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,2.0,3.0,"('r4', 0)","('c3', 4)",0,0,0,0,0,0,2,0,0,3,1,13:45:00,1,5,2,0,0,0,4,0,1,3,0,2,4,0
1380,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,1.0,1.0,2.0,"('c1', 1)","('c2', 1)",2,1,0,0,0,0,1,0,2,1,1,13:45:15,3,2,1,0,0,0,7,0,2,2,1,1,3,0
1381,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,5.0,1.0,1.0,2.0,"('c2', 2)","('r10', 2)",2,1,0,0,0,0,2,0,2,0,0,13:45:30,5,1,1,0,0,0,6,0,2,2,0,2,2,1
1382,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,1.0,1.0,3.0,"('c1', 2)","('c3', 3)",4,0,0,0,0,0,1,0,2,2,1,13:45:45,2,4,2,0,0,0,4,0,2,2,2,1,3,0
1383,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,3.0,1.0,3.0,"('r4', 2)","('r7', 0)",0,0,2,0,0,0,0,0,4,2,3,13:46:00,3,1,2,2,0,0,0,0,3,5,0,0,6,0
1384,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,5.0,2.0,1.0,2.0,"('r4', 1)","('c3', 2)",0,0,0,0,0,0,0,0,0,0,4,13:46:15,4,0,1,1,0,0,1,0,3,8,1,0,2,1
1385,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,2.0,1.0,2.0,"('c1', 1)","('r2', 2)",2,0,1,0,0,1,0,0,0,0,0,13:46:30,2,2,2,1,0,0,0,1,2,8,1,1,2,0
1386,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,2.0,1.0,1.0,"('c2', 2)","('r1', 3)",1,1,0,0,0,1,1,1,0,2,1,13:46:45,3,3,2,1,0,0,1,0,2,6,0,2,1,1
1387,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,2.0,1.0,2.0,"('c2', 1)","('r2', 6)",3,0,0,0,0,2,0,0,0,0,2,13:47:00,0,6,2,1,0,0,1,0,2,7,1,1,1,0
1388,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,2.0,2.0,1.0,"('c1', 0)","('r2', 4)",1,1,0,0,0,1,1,0,2,1,0,13:47:15,1,4,3,1,0,0,0,1,1,8,0,1,2,0
1389,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,2.0,"('c1', 1)","('r1', 1)",0,0,0,0,0,0,1,1,1,0,1,13:47:30,1,4,3,0,0,0,2,0,1,8,1,0,2,0
1390,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,0.0,3.0,"('c1', 1)","('r2', 4)",0,1,0,0,0,0,0,0,1,1,2,13:47:45,2,4,1,0,0,0,1,0,1,7,1,1,3,1
1391,no motion,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,2.0,"('r4', 0)","('r2', 3)",2,1,0,0,0,0,1,0,0,1,1,13:48:00,2,3,2,0,0,0,1,0,1,7,0,2,3,1
1392,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,3.0,1.0,1.0,1.0,"('c1', 0)","('r2', 4)",0,0,0,0,0,0,2,0,1,0,1,13:48:15,2,4,2,0,0,0,3,0,1,5,0,3,1,1
1393,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,1.0,1.0,2.0,"('r4', 0)","('c3', 2)",1,0,0,0,0,1,0,0,1,0,1,13:48:30,4,2,2,0,0,0,2,0,2,7,0,0,2,1
1394,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,5.0,1.0,2.0,1.0,"('r5', 0)","('r2', 2)",1,0,0,0,0,0,1,1,0,0,1,13:48:45,5,2,3,0,0,0,1,1,2,7,0,1,0,0
1395,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,5.0,1.0,1.0,3.0,"('r6', 0)","('c3', 2)",1,0,0,0,0,0,2,1,0,2,0,13:49:00,5,0,2,0,0,0,2,0,2,7,1,1,2,0
1396,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,1.0,1.0,4.0,"('r5', 0)","('r7', 0)",1,1,0,0,0,1,1,0,2,0,4,13:49:15,4,1,2,0,0,0,0,0,1,6,0,2,5,1
1397,no motion,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,5.0,1.0,1.0,3.0,"('r6', 0)","('r7', 3)",0,1,0,0,0,2,1,0,1,0,0,13:49:30,5,0,3,0,0,0,3,0,0,5,0,2,3,1
1398,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,1.0,0.0,2.0,"('r6', 0)","('r8', 0)",1,0,0,0,0,0,0,0,0,0,5,13:49:45,4,1,1,0,0,0,4,0,1,4,2,0,3,2
1399,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,5.0,2.0,2.0,4.0,"('r6', 0)","('r8', 1)",4,1,1,0,0,0,0,0,3,0,2,13:50:00,4,1,3,1,0,0,0,1,1,4,0,0,6,1
1400,no motion,no motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,3.0,1.0,1.0,3.0,"('r6', 0)","('r8', 0)",2,0,0,1,0,0,0,1,0,1,2,13:50:15,2,2,2,0,1,0,2,0,1,5,1,0,5,1
1401,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,2.0,3.0,5.0,"('r6', 1)","('r8', 1)",0,0,0,0,1,1,1,1,4,2,1,13:50:30,2,0,2,0,0,1,1,1,1,3,0,1,9,1
1402,no motion,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,3.0,1.0,1.0,1.0,"('r5', 0)","('r8', 0)",0,0,0,0,0,0,0,1,4,2,0,13:50:45,2,2,2,0,0,1,7,0,1,3,0,1,2,1
1403,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,1.0,1.0,4.0,"('r4', 0)","('r8', 0)",0,0,0,0,0,1,1,0,5,1,0,13:51:00,2,1,2,0,0,1,4,0,1,2,0,2,6,1
1404,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,1.0,1.0,3.0,"('r5', 0)","('r8', 0)",2,0,0,0,0,0,0,0,4,2,5,13:51:15,2,3,2,0,0,1,3,0,2,4,0,0,4,1
1405,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,5.0,1.0,1.0,1.0,"('r5', 0)","('r8', 0)",1,0,0,0,0,1,0,0,0,0,2,13:51:30,4,1,1,0,0,1,4,0,1,6,0,1,1,2
1406,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,0.0,1.0,3.0,"('r6', 1)","('r8', 0)",2,0,0,0,0,2,1,0,2,0,0,13:51:45,4,1,2,0,0,1,3,0,1,4,0,2,3,1
1407,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,2.0,1.0,2.0,"('r6', 1)","('r8', 0)",0,0,1,0,0,0,2,0,1,0,2,13:52:00,4,1,2,1,0,1,2,0,1,6,1,1,2,0
1408,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,2.0,1.0,1.0,"('r6', 1)","('r8', 0)",1,0,2,0,0,0,2,0,1,0,1,13:52:15,4,1,1,1,0,1,4,0,1,2,1,4,1,1
1409,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,2.0,1.0,2.0,"('r5', 0)","('r8', 0)",2,1,0,0,0,1,0,0,1,0,0,13:52:30,3,2,3,1,0,1,3,0,3,3,0,1,2,0
1410,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,1.0,1.0,2.0,"('r4', 0)","('r8', 0)",3,0,0,0,0,1,0,0,1,0,0,13:52:45,2,3,2,0,0,1,4,0,2,3,1,2,1,1
1411,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,2.0,2.0,3.0,"('r4', 1)","('r7', 3)",0,0,1,0,0,0,1,0,1,2,0,13:53:00,2,1,2,1,0,1,3,1,2,3,0,2,3,1
1412,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,1.0,1.0,3.0,"('r5', 0)","('c3', 5)",0,0,1,0,0,1,0,1,1,2,0,13:53:15,2,1,1,0,0,1,3,0,1,3,1,2,5,2
1413,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,2.0,0.0,2.0,"('r4', 1)","('c3', 3)",3,0,1,0,0,0,1,0,1,0,3,13:53:30,1,2,2,1,0,1,5,0,1,5,0,0,3,1
1414,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,1.0,5.0,"('r5', 0)","('c2', 1)",1,0,1,0,0,0,1,0,3,2,1,13:53:45,0,1,2,0,0,1,4,0,1,2,1,1,8,1
1415,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,0.0,1.0,5.0,"('r6', 1)","('c1', 0)",0,2,0,0,0,0,0,0,1,5,0,13:54:00,0,4,2,0,0,1,3,0,2,1,0,1,7,1
1416,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,1.0,1.0,4.0,"('r6', 1)","('c1', 0)",0,0,0,0,0,0,0,0,0,3,3,13:54:15,2,2,2,0,0,1,3,0,2,4,0,0,5,1
1417,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,1.0,"('r5', 0)","('c1', 0)",1,0,0,0,0,1,0,0,0,0,4,13:54:30,1,3,2,0,0,1,3,0,1,8,0,1,1,1
1418,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,3.0,1.0,1.0,2.0,"('r6', 1)","('c1', 0)",1,0,0,0,0,0,0,0,0,2,1,13:54:45,2,0,2,0,0,1,3,0,2,9,0,0,2,1
1419,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,2.0,1.0,"('r6', 1)","('r4', 0)",1,0,0,0,0,0,0,0,0,0,2,13:55:00,1,1,2,0,0,1,3,0,2,11,0,0,0,1
1420,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,2.0,2.0,"('r5', 0)","('c1', 0)",1,0,0,0,0,0,1,0,0,0,1,13:55:15,1,1,1,0,0,1,2,1,2,7,0,1,3,2
1421,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,1.0,1.0,2.0,2.0,"('r4', 0)","('r4', 0)",1,0,0,0,0,1,0,0,0,0,0,13:55:30,0,2,2,0,0,1,3,1,1,8,0,1,2,1
1422,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,1.0,2.0,"('c1', 0)","('r5', 0)",1,0,0,0,0,0,0,1,2,0,1,13:55:45,1,1,2,0,0,1,4,0,1,9,0,1,1,1
1423,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,2.0,1.0,2.0,3.0,"('c1', 0)","('r4', 0)",0,0,0,0,0,0,0,0,3,0,2,13:56:00,1,1,2,0,0,1,1,1,1,10,0,0,3,1
1424,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,4.0,1.0,3.0,1.0,"('c1', 0)","('r4', 0)",1,0,0,0,0,0,1,0,0,2,0,13:56:15,3,1,2,0,0,1,1,2,1,8,0,1,1,1
